Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue
i3,2018,Africa,White,Petrol,Manual,3.9,191334,98972,8893,High,880157996
7 Series,2019,North America,Blue,Diesel,Manual,3.1,66674,59168,3363,Low,198981984
X6,2018,Middle East,Red,Petrol,Manual,3.9,72622,32153,605,Low,19452565
7 Series,2022,Africa,Silver,Petrol,Manual,3.5,137936,97711,2722,Low,265969342
X3,2019,Asia,Red,Diesel,Manual,3.8,36012,91377,7340,High,670707180
X3,2021,Asia,White,Petrol,Automatic,4.8,77959,56210,9840,High,553106400
X1,2020,Asia,Red,Electric,Automatic,2.0,192921,41036,7014,High,287826504
M5,2023,Middle East,White,Hybrid,Automatic,3.2,23499,34583,1269,Low,43885827
M3,2018,South America,Silver,Hybrid,Manual,2.3,59535,97840,2687,Low,262896080
M3,2024,North America,White,Diesel,Automatic,2.5,108030,42157,1350,Low,56911950
X1,2022,Africa,Black,Diesel,Automatic,3.7,155249,45814,4470,Low,204788580
X1,2018,North America,Blue,Hybrid,Automatic,1.6,139882,69391,214,Low,14849674
M3,2020,North America,Black,Diesel,Manual,2.5,172496,114072,5855,Low,667891560
X6,2021,Middle East,Silver,Electric,Automatic,4.5,83701,48997,7652,High,374925044
M5,2018,Africa,White,Electric,Manual,4.2,105515,88354,8950,High,790768300
3 Series,2020,North America,Grey,Petrol,Manual,4.2,99397,52195,3897,Low,203403915
i3,2019,Middle East,Grey,Diesel,Manual,5.0,51323,96630,1296,Low,125232480
X6,2023,Middle East,White,Electric,Manual,3.8,111936,95733,5225,Low,500204925
X1,2019,South America,White,Electric,Manual,4.1,141160,51926,2596,Low,134799896
X3,2019,Middle East,White,Diesel,Manual,4.0,93122,47705,7622,High,363607510
X3,2022,Africa,Blue,Petrol,Manual,3.6,15309,56126,978,Low,54891228
7 Series,2024,Europe,Red,Petrol,Manual,3.6,87026,58950,4040,Low,238158000
7 Series,2022,Europe,Black,Petrol,Manual,4.5,155908,45087,3281,Low,147930447
i8,2018,South America,White,Petrol,Automatic,3.3,146740,55394,297,Low,16452018
M3,2020,Europe,Black,Petrol,Automatic,2.3,424,104787,7616,High,798057792
X3,2021,Asia,Silver,Electric,Manual,2.1,198704,112214,1489,Low,167086646
X5,2018,Africa,White,Hybrid,Manual,2.0,139587,107463,8056,High,865721928
i8,2018,North America,White,Diesel,Automatic,5.0,129723,95683,4116,Low,393831228
7 Series,2022,South America,White,Petrol,Automatic,3.7,58945,97384,6639,Low,646532376
M5,2021,Europe,Blue,Hybrid,Automatic,2.1,123826,76425,8305,High,634709625
X1,2020,Europe,Blue,Diesel,Automatic,1.6,152242,53445,6916,Low,369625620
5 Series,2019,South America,Silver,Hybrid,Automatic,2.4,82804,39703,9057,High,359590071
M5,2019,Asia,Blue,Diesel,Automatic,3.0,142941,93319,9280,High,866000320
i8,2018,Asia,Silver,Diesel,Automatic,4.5,18003,60873,8204,High,499402092
M5,2019,Europe,Black,Petrol,Automatic,2.7,95567,69438,4238,Low,294278244
i8,2021,South America,Black,Hybrid,Automatic,1.7,624,114478,936,Low,107151408
X3,2019,Africa,Blue,Hybrid,Manual,2.3,39481,82228,859,Low,70633852
X1,2022,Europe,Silver,Electric,Manual,2.4,140388,84019,264,Low,22181016
i3,2020,South America,Black,Electric,Manual,3.0,4629,32404,7731,High,250515324
M3,2019,North America,White,Diesel,Manual,2.1,83737,41909,4757,Low,199361113
7 Series,2022,North America,Blue,Electric,Automatic,2.6,142512,95777,7417,High,710378009
7 Series,2021,Africa,Silver,Petrol,Automatic,3.0,6405,79885,3141,Low,250918785
i3,2022,Middle East,Black,Hybrid,Manual,4.2,162879,93895,2433,Low,228446535
M5,2021,North America,Grey,Electric,Manual,2.2,197976,109450,4614,Low,505002300
7 Series,2018,Europe,Grey,Diesel,Automatic,4.5,112834,31178,6138,Low,191370564
i3,2023,Middle East,Silver,Hybrid,Manual,2.9,74367,50612,6890,Low,348716680
X5,2024,South America,Red,Electric,Manual,2.7,91051,107816,9144,High,985869504
X3,2021,Africa,Black,Electric,Automatic,4.6,154735,93024,1187,Low,110419488
3 Series,2021,Africa,White,Petrol,Manual,3.4,123416,39066,7559,High,295299894
X5,2021,Europe,Silver,Diesel,Automatic,3.9,20720,65095,1642,Low,106885990
i8,2019,North America,White,Diesel,Manual,4.2,106085,35302,7519,High,265435738
X3,2021,South America,Grey,Petrol,Manual,3.7,80393,101210,6422,Low,649970620
5 Series,2018,Asia,Grey,Hybrid,Manual,4.1,80614,93917,558,Low,52405686
X1,2021,North America,Blue,Diesel,Automatic,3.6,124892,68957,485,Low,33444145
X3,2024,Africa,Blue,Hybrid,Automatic,4.9,114500,75423,9553,High,720515919
X5,2022,Middle East,Red,Diesel,Manual,4.0,66042,35479,2153,Low,76386287
5 Series,2024,Africa,Grey,Petrol,Automatic,3.0,26143,119642,882,Low,105524244
X6,2018,Europe,Silver,Petrol,Manual,4.1,133734,60497,1972,Low,119300084
X3,2021,South America,White,Hybrid,Manual,3.5,18316,114438,6921,Low,792025398
X3,2018,North America,White,Diesel,Manual,1.9,22705,116840,5741,Low,670778440
i3,2024,Europe,Silver,Hybrid,Automatic,3.8,27628,118698,6148,Low,729755304
5 Series,2020,Europe,Blue,Hybrid,Automatic,5.0,197969,102091,1243,Low,126899113
3 Series,2023,Middle East,Grey,Hybrid,Automatic,3.9,192220,106129,7350,High,780048150
X5,2020,Africa,Black,Diesel,Automatic,2.1,150185,109254,8489,High,927457206
3 Series,2018,Middle East,Silver,Hybrid,Manual,4.3,29311,88771,4485,Low,398137935
X3,2021,Asia,Blue,Electric,Manual,5.0,188063,30092,5741,Low,172758172
X5,2022,Middle East,Red,Electric,Automatic,4.8,124570,51667,3715,Low,191942905
i3,2023,Asia,Red,Electric,Automatic,3.5,164981,62521,7090,High,443273890
7 Series,2022,Asia,Red,Diesel,Manual,3.2,49256,112056,3984,Low,446431104
X6,2018,Middle East,Silver,Petrol,Manual,4.6,11754,87569,8359,High,731989271
i8,2024,Africa,Black,Petrol,Automatic,2.9,154496,59294,9441,High,559794654
i8,2023,Europe,Silver,Diesel,Automatic,4.3,138114,94702,8066,High,763866332
i8,2019,Asia,Blue,Hybrid,Automatic,3.5,160695,112320,1674,Low,188023680
3 Series,2020,Africa,Black,Hybrid,Manual,3.1,47258,110642,3520,Low,389459840
X3,2019,North America,Blue,Diesel,Manual,4.4,176142,84608,3407,Low,288259456
X1,2020,Asia,Grey,Diesel,Automatic,3.1,11340,46729,3436,Low,160560844
M5,2018,Europe,Blue,Hybrid,Manual,3.0,21663,81932,6813,Low,558202716
i3,2023,Europe,Red,Electric,Automatic,4.9,150127,95589,789,Low,75419721
i8,2018,Africa,Red,Petrol,Manual,4.4,196084,51359,3512,Low,180372808
X1,2018,Asia,Red,Electric,Manual,3.8,88479,60885,7285,High,443547225
i8,2020,North America,Red,Petrol,Manual,4.2,94568,71090,8952,High,636397680
X5,2018,North America,Silver,Diesel,Automatic,2.3,114763,67934,724,Low,49184216
X3,2023,South America,White,Hybrid,Automatic,4.2,169669,118579,9786,High,1160414094
i3,2019,North America,Black,Hybrid,Automatic,4.7,107984,53039,2721,Low,144319119
X6,2020,South America,Red,Hybrid,Manual,3.3,48847,88911,2830,Low,251618130
7 Series,2024,Asia,Black,Diesel,Manual,2.6,154235,81568,7447,High,607436896
3 Series,2020,North America,Red,Hybrid,Manual,1.6,57741,49443,2101,Low,103879743
i8,2022,Africa,Red,Diesel,Manual,4.2,87119,54536,1247,Low,68006392
5 Series,2020,North America,White,Electric,Manual,2.3,8544,109383,3575,Low,391044225
X1,2018,Middle East,Blue,Electric,Manual,4.2,75441,79011,9870,High,779838570
X1,2018,Europe,Black,Electric,Automatic,4.0,109099,116335,8279,High,963137465
i8,2021,Middle East,Grey,Petrol,Automatic,2.9,192260,118795,7444,High,884309980
X3,2019,Europe,Silver,Petrol,Manual,4.3,192982,116499,8627,High,1005036873
X5,2020,South America,Red,Petrol,Manual,2.8,26821,93720,4385,Low,410962200
5 Series,2020,Middle East,White,Hybrid,Manual,2.0,189615,77263,8182,High,632165866
X5,2020,Europe,Blue,Electric,Manual,3.7,123521,115496,266,Low,30721936
5 Series,2018,Asia,White,Hybrid,Automatic,1.7,96053,91739,7921,High,726664619
X5,2020,North America,Black,Hybrid,Automatic,4.2,41089,37045,9951,High,368634795
X3,2019,Asia,Blue,Hybrid,Manual,2.6,56334,118740,6754,Low,801969960
i8,2024,Middle East,Grey,Petrol,Manual,2.6,66129,106205,3426,Low,363858330
X6,2020,North America,Black,Diesel,Automatic,3.9,134439,46621,5843,Low,272406503
7 Series,2020,Europe,Blue,Electric,Automatic,4.3,24250,96167,2928,Low,281576976
5 Series,2018,Asia,Grey,Electric,Manual,3.9,138625,49066,8800,High,431780800
3 Series,2024,North America,Red,Hybrid,Manual,4.2,70352,110760,4669,Low,517138440
X6,2021,North America,Grey,Hybrid,Manual,4.1,99902,38036,560,Low,21300160
M5,2023,Asia,Blue,Hybrid,Automatic,2.7,141720,77807,9689,High,753872023
X5,2022,Africa,Blue,Diesel,Automatic,3.7,45600,81635,3582,Low,292416570
i3,2019,North America,Red,Hybrid,Automatic,4.9,188880,77878,1132,Low,88157896
i3,2020,Europe,Red,Electric,Manual,1.8,188382,81101,7653,High,620665953
i3,2019,Middle East,Black,Diesel,Manual,3.7,189607,45753,932,Low,42641796
X6,2023,Europe,Silver,Hybrid,Manual,2.8,135649,119772,2332,Low,279308304
X3,2023,Europe,Black,Hybrid,Manual,2.5,19223,48120,663,Low,31903560
M5,2018,Middle East,Grey,Electric,Automatic,4.1,151856,116018,2056,Low,238533008
3 Series,2024,North America,Red,Petrol,Automatic,3.2,48283,80114,9444,High,756596616
i8,2018,Middle East,Blue,Petrol,Manual,1.7,44905,36102,4325,Low,156141150
5 Series,2023,Middle East,Black,Petrol,Manual,2.2,43950,69682,3153,Low,219707346
7 Series,2024,South America,Grey,Petrol,Manual,2.5,33548,52245,6667,Low,348317415
i3,2020,North America,Grey,Petrol,Manual,3.2,164444,114763,3704,Low,425082152
3 Series,2018,South America,Silver,Diesel,Automatic,3.2,192794,62875,6315,Low,397055625
X5,2024,Asia,Red,Petrol,Manual,4.8,51017,116752,4492,Low,524449984
7 Series,2024,Asia,Grey,Hybrid,Manual,1.7,183508,97870,7154,High,700161980
X3,2023,North America,Silver,Petrol,Manual,4.0,99160,41437,5497,Low,227779189
5 Series,2019,Africa,Grey,Petrol,Manual,2.7,142692,113428,8343,High,946329804
i8,2019,Europe,Blue,Electric,Automatic,2.0,81401,46514,1794,Low,83446116
3 Series,2023,Middle East,White,Diesel,Manual,1.8,31270,54264,6432,Low,349026048
X3,2020,South America,Black,Electric,Manual,4.9,199494,39110,2280,Low,89170800
X6,2019,South America,Grey,Petrol,Automatic,2.6,162608,42008,7784,High,326990272
3 Series,2018,Africa,Black,Electric,Manual,4.3,35512,99286,7544,High,749013584
5 Series,2024,Europe,Silver,Diesel,Manual,4.7,84110,41729,6656,Low,277748224
X3,2022,Middle East,Black,Petrol,Automatic,2.6,59316,119421,5314,Low,634603194
X5,2024,Middle East,Silver,Petrol,Automatic,4.0,61182,46864,2187,Low,102491568
M5,2022,Middle East,Red,Hybrid,Automatic,4.2,83521,76966,5895,Low,453714570
i3,2024,Africa,Silver,Petrol,Manual,2.6,68010,105840,2213,Low,234223920
X1,2023,South America,Blue,Petrol,Automatic,2.7,146209,112143,3906,Low,438030558
3 Series,2023,Asia,Grey,Petrol,Manual,2.2,117147,110083,1136,Low,125054288
X6,2019,Africa,White,Petrol,Automatic,4.4,43780,116077,4280,Low,496809560
M5,2023,Middle East,Silver,Diesel,Manual,1.9,185762,37256,806,Low,30028336
3 Series,2024,Asia,Black,Diesel,Manual,3.6,98597,102371,6340,Low,649032140
7 Series,2024,Europe,Red,Petrol,Automatic,4.4,66146,40554,821,Low,33294834
M5,2023,North America,Blue,Diesel,Manual,3.8,8621,104665,9433,High,987304945
7 Series,2024,Asia,Silver,Hybrid,Manual,2.6,111275,108555,6151,Low,667721805
X6,2022,Europe,White,Electric,Manual,2.7,164779,39623,2143,Low,84912089
X3,2020,Asia,Grey,Diesel,Manual,2.1,97540,50758,2193,Low,111312294
3 Series,2018,Asia,White,Hybrid,Manual,1.9,106227,91696,2632,Low,241343872
i3,2019,Middle East,Red,Hybrid,Manual,4.5,18204,36303,2631,Low,95513193
5 Series,2024,South America,White,Electric,Manual,4.0,33793,100212,9826,High,984683112
i8,2018,Africa,Red,Petrol,Manual,4.3,129699,104919,1684,Low,176683596
i3,2020,Middle East,White,Petrol,Automatic,1.7,135921,51693,5660,Low,292582380
7 Series,2018,Africa,Black,Diesel,Automatic,5.0,181617,40469,5645,Low,228447505
X3,2023,North America,Silver,Petrol,Manual,1.5,57883,74554,7520,High,560646080
X3,2018,Africa,Silver,Hybrid,Automatic,4.6,23427,40025,5658,Low,226461450
i8,2018,Africa,Blue,Hybrid,Automatic,3.7,17343,41075,8888,High,365074600
M3,2021,Asia,Blue,Diesel,Automatic,4.3,6894,90649,5977,Low,541809073
M3,2020,South America,White,Petrol,Automatic,4.0,21831,96323,1799,Low,173285077
i3,2023,North America,White,Electric,Automatic,4.0,144830,92470,7475,High,691213250
i8,2023,South America,Grey,Electric,Automatic,3.5,8144,46164,4443,Low,205106652
5 Series,2019,Africa,Grey,Hybrid,Automatic,1.7,170954,118770,6589,Low,782575530
5 Series,2023,South America,Red,Diesel,Automatic,4.1,11627,38456,779,Low,29957224
M3,2020,Middle East,Red,Diesel,Manual,4.8,275,52681,4082,Low,215043842
X1,2021,Africa,Silver,Hybrid,Automatic,3.3,127598,39006,9664,High,376953984
3 Series,2023,Middle East,Grey,Hybrid,Automatic,2.7,133818,46433,6052,Low,281012516
X6,2019,North America,Blue,Petrol,Automatic,4.6,59870,65121,9302,High,605755542
X5,2024,Middle East,Red,Electric,Automatic,4.1,87028,75522,3398,Low,256623756
M3,2019,South America,Silver,Diesel,Manual,1.9,81901,91390,6490,Low,593121100
3 Series,2018,Europe,Silver,Diesel,Automatic,2.5,126290,114646,7173,High,822355758
X6,2024,Africa,Red,Diesel,Automatic,3.2,29664,75545,1075,Low,81210875
5 Series,2023,Asia,Grey,Petrol,Automatic,2.6,151394,77036,5458,Low,420462488
M3,2018,North America,White,Diesel,Manual,4.4,54809,35366,6132,Low,216864312
M5,2019,North America,Silver,Diesel,Manual,2.3,76913,59287,5847,Low,346651089
M5,2023,Europe,Grey,Electric,Manual,4.3,154266,96816,2613,Low,252980208
X3,2022,Middle East,Red,Diesel,Manual,4.7,90788,56769,8654,High,491278926
7 Series,2019,North America,Red,Diesel,Manual,2.4,77082,47764,7045,High,336497380
X5,2018,Africa,Blue,Diesel,Automatic,2.4,37819,65300,6470,Low,422491000
3 Series,2020,Africa,White,Hybrid,Manual,4.3,195895,34633,6230,Low,215763590
5 Series,2024,South America,Blue,Hybrid,Automatic,1.7,118383,89625,4696,Low,420879000
X1,2021,Europe,Red,Petrol,Manual,2.5,133939,75116,1227,Low,92167332
X1,2018,Europe,Red,Electric,Automatic,3.3,80052,50405,2870,Low,144662350
7 Series,2020,North America,White,Electric,Manual,2.4,107231,116264,3670,Low,426688880
i3,2019,Asia,Red,Hybrid,Automatic,3.5,50119,88854,3281,Low,291529974
M5,2024,Europe,Blue,Diesel,Manual,4.6,126046,54042,9909,High,535502178
i8,2018,North America,Red,Diesel,Automatic,2.0,2079,92980,6205,Low,576940900
7 Series,2019,Africa,Grey,Electric,Manual,1.8,107413,90661,5169,Low,468626709
5 Series,2020,South America,White,Petrol,Automatic,4.4,63548,46759,8344,High,390157096
5 Series,2018,Middle East,Red,Hybrid,Automatic,4.5,124448,116448,2152,Low,250596096
i8,2022,South America,Blue,Hybrid,Automatic,3.2,169422,50094,8887,High,445185378
X6,2020,Africa,Silver,Electric,Automatic,3.7,85134,34061,9990,High,340269390
X3,2024,Asia,Black,Diesel,Manual,4.4,165597,67305,3449,Low,232134945
5 Series,2023,South America,Grey,Electric,Manual,4.3,116408,66882,517,Low,34577994
X3,2022,Asia,Black,Hybrid,Manual,4.1,163922,32345,2461,Low,79601045
7 Series,2019,Middle East,Black,Electric,Automatic,3.8,65199,78104,2304,Low,179951616
X1,2018,South America,Black,Electric,Automatic,4.9,176986,102256,5583,Low,570895248
X6,2023,Africa,White,Petrol,Automatic,3.6,176601,45049,233,Low,10496417
X6,2020,South America,Silver,Petrol,Automatic,4.8,2701,110115,1181,Low,130045815
i3,2024,North America,Blue,Petrol,Automatic,4.0,36027,96529,5599,Low,540465871
i3,2023,Europe,Grey,Diesel,Manual,1.6,113969,72051,1564,Low,112687764
M5,2021,North America,Blue,Hybrid,Manual,2.6,91200,71470,6745,Low,482065150
X3,2021,North America,Silver,Hybrid,Manual,3.0,127194,65202,3392,Low,221165184
3 Series,2024,South America,Red,Electric,Manual,4.9,57873,83219,407,Low,33870133
i8,2018,Africa,Red,Diesel,Automatic,1.7,183313,97857,2413,Low,236128941
M3,2020,Middle East,White,Hybrid,Automatic,2.2,17320,42655,3380,Low,144173900
M5,2021,South America,Silver,Petrol,Manual,1.7,193098,89966,7438,High,669167108
i8,2022,South America,Blue,Diesel,Manual,4.3,20003,94084,9637,High,906687508
3 Series,2024,Asia,Red,Hybrid,Automatic,4.2,46980,94964,7268,High,690198352
M3,2021,Asia,Silver,Diesel,Manual,4.7,79118,50953,1994,Low,101600282
X6,2024,Europe,Silver,Petrol,Automatic,3.3,95184,98844,5536,Low,547200384
X3,2020,South America,Silver,Diesel,Manual,3.2,52924,71548,3288,Low,235249824
i3,2019,Europe,Grey,Petrol,Automatic,4.4,14026,95471,3178,Low,303406838
X5,2023,Asia,Silver,Petrol,Manual,2.1,154994,37556,6581,Low,247156036
i3,2018,North America,Blue,Hybrid,Automatic,4.8,89337,116658,9127,High,1064737566
7 Series,2021,Europe,Blue,Electric,Manual,4.7,181362,92002,8263,High,760212526
5 Series,2021,Middle East,White,Petrol,Manual,2.1,43413,109290,9085,High,992899650
3 Series,2020,Africa,Black,Petrol,Manual,3.5,132464,62621,8064,High,504975744
M5,2022,Africa,Silver,Diesel,Manual,2.2,77540,63314,3550,Low,224764700
M3,2022,Asia,White,Hybrid,Automatic,4.7,115240,72699,6391,Low,464619309
X1,2019,Asia,Grey,Hybrid,Automatic,3.6,174747,119300,6963,Low,830685900
3 Series,2024,Africa,Blue,Diesel,Automatic,5.0,172658,38996,298,Low,11620808
3 Series,2024,South America,Red,Hybrid,Automatic,3.1,165790,48882,5208,Low,254577456
X5,2020,North America,Grey,Diesel,Manual,3.6,197466,60132,147,Low,8839404
i3,2022,Middle East,Red,Hybrid,Manual,3.6,11520,108435,764,Low,82844340
X5,2022,South America,Silver,Diesel,Manual,1.6,22166,78362,7993,High,626347466
X1,2024,Europe,Black,Hybrid,Manual,2.5,142736,33438,4614,Low,154282932
i8,2020,Middle East,Silver,Diesel,Automatic,2.5,56633,82924,6952,Low,576487648
i3,2023,South America,White,Hybrid,Automatic,4.3,172543,60061,590,Low,35435990
i8,2022,Europe,White,Electric,Manual,4.5,181345,75831,4355,Low,330244005
X6,2024,North America,Black,Hybrid,Manual,3.2,112564,81050,8133,High,659179650
X6,2021,North America,Blue,Diesel,Manual,2.3,118354,62231,6391,Low,397718321
X3,2022,Europe,Red,Electric,Automatic,4.4,125750,50399,3981,Low,200638419
5 Series,2018,Middle East,White,Hybrid,Automatic,4.0,168699,44873,1842,Low,82656066
5 Series,2020,Asia,Black,Hybrid,Manual,2.1,37606,34719,8042,High,279210198
M5,2023,North America,Grey,Hybrid,Automatic,1.8,112406,46668,1949,Low,90955932
5 Series,2020,Asia,Grey,Diesel,Manual,2.3,83414,58567,8191,High,479722297
3 Series,2019,Africa,White,Diesel,Manual,2.5,86915,93163,1045,Low,97355335
i8,2021,Middle East,Blue,Electric,Manual,3.1,74952,96224,7950,High,764980800
X6,2019,South America,Black,Hybrid,Automatic,3.3,38858,56225,5583,Low,313904175
5 Series,2022,North America,Blue,Diesel,Manual,1.6,34880,98790,4790,Low,473204100
M5,2023,North America,Black,Hybrid,Manual,2.3,125939,46486,5020,Low,233359720
X1,2018,Asia,Silver,Diesel,Manual,2.1,157019,89337,6939,Low,619909443
X3,2024,Asia,Blue,Diesel,Manual,4.8,122395,30109,5294,Low,159397046
7 Series,2019,Asia,Red,Petrol,Automatic,1.5,195193,80826,7863,High,635534838
X5,2018,North America,Black,Electric,Automatic,2.9,94067,55440,2053,Low,113818320
X5,2022,Asia,Silver,Hybrid,Automatic,4.1,148624,82774,8933,High,739420142
X1,2021,South America,White,Electric,Automatic,4.8,132471,50411,2344,Low,118163384
i8,2023,Europe,Blue,Electric,Automatic,3.0,167289,67102,1319,Low,88507538
M5,2018,Europe,Blue,Petrol,Manual,2.9,21949,88381,5197,Low,459316057
X5,2019,Africa,Black,Petrol,Manual,2.5,165337,75838,5561,Low,421735118
X1,2019,Asia,Red,Diesel,Manual,4.4,137435,63891,6398,Low,408774618
X5,2021,Europe,Red,Electric,Manual,2.1,92571,102675,2831,Low,290672925
3 Series,2023,Middle East,Grey,Hybrid,Manual,4.9,87004,94871,5291,Low,501962461
5 Series,2021,North America,White,Electric,Automatic,4.3,190396,71480,7687,High,549466760
7 Series,2021,Asia,Black,Electric,Automatic,4.5,40555,42523,3135,Low,133309605
i8,2019,Africa,Red,Electric,Manual,2.6,124276,64045,7129,High,456576805
X3,2020,Asia,White,Petrol,Manual,1.5,142858,46554,8818,High,410513172
X1,2023,Middle East,Grey,Diesel,Automatic,4.3,84183,116042,3707,Low,430167694
i3,2023,Europe,Silver,Hybrid,Manual,4.3,96118,98788,2643,Low,261096684
X5,2023,Asia,Black,Hybrid,Manual,1.8,19898,71538,2813,Low,201236394
X6,2021,Asia,Blue,Petrol,Manual,3.9,85164,92655,2784,Low,257951520
M5,2023,South America,Red,Diesel,Automatic,4.8,150139,56575,339,Low,19178925
X6,2020,South America,White,Electric,Automatic,1.9,77715,79211,6707,Low,531268177
5 Series,2019,Europe,White,Diesel,Automatic,4.6,170998,36159,1772,Low,64073748
5 Series,2021,Middle East,White,Petrol,Automatic,3.8,17402,75935,8662,High,657748970
M3,2019,Asia,Black,Electric,Automatic,4.9,65163,69500,2328,Low,161796000
M3,2019,North America,Grey,Hybrid,Manual,2.9,157219,89226,9389,High,837742914
i8,2018,Europe,Red,Petrol,Manual,2.0,46417,43887,6673,Low,292857951
i3,2022,North America,Black,Diesel,Manual,2.6,62952,100429,5437,Low,546032473
X3,2022,Europe,Red,Petrol,Automatic,3.1,165212,61927,3343,Low,207021961
5 Series,2021,Asia,Red,Diesel,Manual,4.1,29951,76697,3352,Low,257088344
